"transectID" "date" "species" "indivID" "perpDist_m" "clusterSize" "flowers/fruit" "no flowers/fruit" "heightClass" "section" "notes" "obsID"
"1" 23964 2021-11-02 "Stackhousia monogyna" 2 0.91 1 0 NA NA 1 "missed a couple out on the edge (2 x 0)" 1
"2" 23964 2021-11-02 "Stackhousia monogyna" 3 0.5 1 0 NA NA 2 "missed a couple out on the edge (2 x 0)" 2
"3" 23964 2021-11-02 "Stackhousia monogyna" 1 0.21 1 0 NA NA 1 "missed a couple out on the edge (2 x 0)" 3
"4" 23980 2021-11-02 "Stackhousia monogyna" 2 0.38 1 2 NA NA 1 NA 4
"5" 23980 2021-11-02 "Stackhousia monogyna" 3 0.16 1 0 NA NA 1 NA 5
"6" 23980 2021-11-02 "Stackhousia monogyna" 4 0.22 1 1 NA NA 1 NA 6
"7" 23980 2021-11-02 "Stackhousia monogyna" 5 0.28 1 0 NA NA 1 NA 7
"8" 23980 2021-11-02 "Stackhousia monogyna" 6 0.42 1 0 NA NA 1 NA 8
"9" 23980 2021-11-02 "Stackhousia monogyna" 15 0.22 1 1 NA NA 1 NA 9
"10" 23980 2021-11-02 "Stackhousia monogyna" 16 0.91 1 1 NA NA 1 NA 10
"11" 23980 2021-11-02 "Stackhousia monogyna" 17 1.04 1 1 NA NA 1 NA 11
"12" 23980 2021-11-02 "Stackhousia monogyna" 18 0.31 1 0 NA NA 1 NA 12
"13" 23980 2021-11-02 "Stackhousia monogyna" 19 0.17 1 0 NA NA 1 NA 13
"14" 23980 2021-11-02 "Stackhousia monogyna" 7 0.86 1 1 NA NA 1 NA 14
"15" 23980 2021-11-02 "Stackhousia monogyna" 8 0.08 1 0 NA NA 1 NA 15
"16" 23980 2021-11-02 "Stackhousia monogyna" 9 0.35 1 2 NA NA 1 NA 16
"17" 23980 2021-11-02 "Stackhousia monogyna" 10 0.69 1 0 NA NA 1 NA 17
"18" 23980 2021-11-02 "Stackhousia monogyna" 11 0.81 1 0 NA NA 1 NA 18
"19" 23980 2021-11-02 "Stackhousia monogyna" 41 1.17 1 0 NA NA 2 NA 19
"20" 23980 2021-11-02 "Stackhousia monogyna" 42 1.54 1 1 NA NA 2 NA 20
"21" 23980 2021-11-02 "Stackhousia monogyna" 43 2 1 2 NA NA 2 NA 21
"22" 23980 2021-11-02 "Stackhousia monogyna" 1 0.1 1 0 NA NA 1 NA 22
"23" 23980 2021-11-02 "Stackhousia monogyna" 45 1.89 1 0 NA NA 2 NA 23
"24" 23980 2021-11-02 "Stackhousia monogyna" 20 0.78 1 2 NA NA 1 NA 24
"25" 23980 2021-11-02 "Stackhousia monogyna" 32 0.88 1 1 NA NA 2 NA 25
"26" 23980 2021-11-02 "Stackhousia monogyna" 44 1.94 1 2 NA NA 2 NA 26
"27" 23980 2021-11-02 "Stackhousia monogyna" 34 0.38 1 1 NA NA 2 NA 27
"28" 23980 2021-11-02 "Stackhousia monogyna" 12 0.02 1 0 NA NA 1 NA 28
"29" 23980 2021-11-02 "Stackhousia monogyna" 13 0.04 1 0 NA NA 1 NA 29
"30" 23980 2021-11-02 "Stackhousia monogyna" 33 0.31 1 0 NA NA 2 NA 30
"31" 23980 2021-11-02 "Stackhousia monogyna" 14 0.05 1 0 NA NA 1 NA 31
"32" 23980 2021-11-02 "Stackhousia monogyna" 38 0.95 1 1 NA NA 2 NA 32
"33" 23980 2021-11-02 "Stackhousia monogyna" 39 0.34 1 1 NA NA 2 NA 33
"34" 23980 2021-11-02 "Stackhousia monogyna" 40 0.19 1 2 NA NA 2 NA 34
"35" 23980 2021-11-02 "Stackhousia monogyna" 28 0.19 1 0 NA NA 2 NA 35
"36" 23980 2021-11-02 "Stackhousia monogyna" 29 0.64 1 2 NA NA 2 NA 36
"37" 23980 2021-11-02 "Stackhousia monogyna" 30 0.54 1 1 NA NA 2 NA 37
"38" 23980 2021-11-02 "Stackhousia monogyna" 31 1.15 1 0 NA NA 2 NA 38
"39" 23980 2021-11-02 "Stackhousia monogyna" 23 1.15 1 0 NA NA 1 NA 39
"40" 23980 2021-11-02 "Stackhousia monogyna" 37 0.73 1 0 NA NA 2 NA 40
"41" 23980 2021-11-02 "Stackhousia monogyna" 21 0.96 1 1 NA NA 1 NA 41
"42" 23980 2021-11-02 "Stackhousia monogyna" 22 1.04 1 1 NA NA 1 NA 42
"43" 23980 2021-11-02 "Stackhousia monogyna" 27 0.46 1 1 NA NA 2 NA 43
"44" 23980 2021-11-02 "Stackhousia monogyna" 35 0.15 1 0 NA NA 2 NA 44
"45" 23980 2021-11-02 "Stackhousia monogyna" 25 0.13 1 0 NA NA 2 NA 45
"46" 23980 2021-11-02 "Stackhousia monogyna" 26 0.08 1 0 NA NA 2 NA 46
"47" 23980 2021-11-02 "Stackhousia monogyna" 24 1.1 1 0 NA NA 1 NA 47
"48" 23980 2021-11-02 "Stackhousia monogyna" 36 0.45 1 1 NA NA 2 NA 48
"49" 23990 2021-11-02 "Stackhousia monogyna" 45 0.21 1 0 NA NA 2 NA 49
"50" 23990 2021-11-02 "Stackhousia monogyna" 46 0.06 1 0 NA NA 2 NA 50
"51" 23990 2021-11-02 "Stackhousia monogyna" 44 0.24 1 0 NA NA 2 NA 51
"52" 23990 2021-11-02 "Stackhousia monogyna" 12 0.71 1 0 NA NA 1 NA 52
"53" 23990 2021-11-02 "Stackhousia monogyna" 13 1.17 1 0 NA NA 1 NA 53
"54" 23990 2021-11-02 "Stackhousia monogyna" 43 0.18 1 0 NA NA 2 NA 54
"55" 23990 2021-11-02 "Stackhousia monogyna" 48 0.07 1 1 NA NA 2 NA 55
"56" 23990 2021-11-02 "Stackhousia monogyna" 2 0.17 1 0 NA NA 1 NA 56
"57" 23990 2021-11-02 "Stackhousia monogyna" 3 0.33 1 1 NA NA 1 NA 57
"58" 23990 2021-11-02 "Stackhousia monogyna" 47 0.11 1 2 NA NA 2 NA 58
"59" 23990 2021-11-02 "Stackhousia monogyna" 10 0.81 1 2 NA NA 1 NA 59
"60" 23990 2021-11-02 "Stackhousia monogyna" 11 0.61 1 0 NA NA 1 NA 60
"61" 23990 2021-11-02 "Stackhousia monogyna" 40 1.83 1 2 NA NA 2 NA 61
"62" 23990 2021-11-02 "Stackhousia monogyna" 9 0.78 1 2 NA NA 1 NA 62
"63" 23990 2021-11-02 "Stackhousia monogyna" 42 1.18 1 1 NA NA 2 NA 63
"64" 23990 2021-11-02 "Stackhousia monogyna" 1 0.46 1 0 NA NA 1 NA 64
"65" 23990 2021-11-02 "Stackhousia monogyna" 15 1.49 1 1 NA NA 1 NA 65
"66" 23990 2021-11-02 "Stackhousia monogyna" 41 1.27 1 1 NA NA 2 NA 66
"67" 23990 2021-11-02 "Stackhousia monogyna" 4 0.01 1 0 NA NA 1 NA 67
"68" 23990 2021-11-02 "Stackhousia monogyna" 5 0.13 1 0 NA NA 1 NA 68
"69" 23990 2021-11-02 "Stackhousia monogyna" 49 0.41 1 2 NA NA 2 NA 69
"70" 23990 2021-11-02 "Stackhousia monogyna" 16 1.85 1 1 NA NA 1 NA 70
"71" 23990 2021-11-02 "Stackhousia monogyna" 8 0.64 1 0 NA NA 1 NA 71
"72" 23990 2021-11-02 "Stackhousia monogyna" 37 0.06 1 0 NA NA 2 NA 72
"73" 23990 2021-11-02 "Stackhousia monogyna" 38 0.45 1 1 NA NA 2 NA 73
"74" 23990 2021-11-02 "Stackhousia monogyna" 39 0.82 1 1 NA NA 2 NA 74
"75" 23990 2021-11-02 "Stackhousia monogyna" 24 0.07 1 0 NA NA 2 NA 75
"76" 23990 2021-11-02 "Stackhousia monogyna" 25 0.13 1 0 NA NA 2 NA 76
"77" 23990 2021-11-02 "Stackhousia monogyna" 14 1.21 1 1 NA NA 1 NA 77
"78" 23990 2021-11-02 "Stackhousia monogyna" 30 0.59 1 0 NA NA 2 NA 78
"79" 23990 2021-11-02 "Stackhousia monogyna" 31 0.47 1 2 NA NA 2 NA 79
"80" 23990 2021-11-02 "Stackhousia monogyna" 32 0.6 1 0 NA NA 2 NA 80
"81" 23990 2021-11-02 "Stackhousia monogyna" 33 0.22 1 0 NA NA 2 NA 81
"82" 23990 2021-11-02 "Stackhousia monogyna" 6 0.49 1 0 NA NA 1 NA 82
"83" 23990 2021-11-02 "Stackhousia monogyna" 7 0.56 1 0 NA NA 1 NA 83
"84" 23990 2021-11-02 "Stackhousia monogyna" 36 0.09 1 2 NA NA 2 NA 84
"85" 23990 2021-11-02 "Stackhousia monogyna" 21 1.34 1 2 NA NA 1 NA 85
"86" 23990 2021-11-02 "Stackhousia monogyna" 22 1.47 1 2 NA NA 1 NA 86
"87" 23990 2021-11-02 "Stackhousia monogyna" 23 1.34 1 1 NA NA 1 NA 87
"88" 23990 2021-11-02 "Stackhousia monogyna" 28 0.4 1 0 NA NA 2 NA 88
"89" 23990 2021-11-02 "Stackhousia monogyna" 27 0.33 1 0 NA NA 2 NA 89
"90" 23990 2021-11-02 "Stackhousia monogyna" 26 0.22 1 0 NA NA 2 NA 90
"91" 23990 2021-11-02 "Stackhousia monogyna" 29 0.46 1 1 NA NA 2 NA 91
"92" 23990 2021-11-02 "Stackhousia monogyna" 19 1.35 1 1 NA NA 1 NA 92
"93" 23990 2021-11-02 "Stackhousia monogyna" 20 1.33 1 1 NA NA 1 NA 93
"94" 23990 2021-11-02 "Stackhousia monogyna" 17 1.25 1 1 NA NA 1 NA 94
"95" 23990 2021-11-02 "Stackhousia monogyna" 18 1.09 1 1 NA NA 1 NA 95
"96" 23990 2021-11-02 "Stackhousia monogyna" 34 0.31 1 1 NA NA 2 NA 96
"97" 23990 2021-11-02 "Stackhousia monogyna" 35 0.32 1 2 NA NA 2 NA 97
"98" 26205 2021-11-04 "Stackhousia monogyna" 98 0.74 1 0 NA NA 2 "no notes" 98
"99" 26205 2021-11-04 "Stackhousia monogyna" 99 1.48 1 0 NA NA 2 "no notes" 99
"100" 26205 2021-11-04 "Stackhousia monogyna" 97 0.76 1 0 NA NA 2 "no notes" 100
"101" 26205 2021-11-04 "Stackhousia monogyna" 102 1.65 1 0 NA NA 2 "no notes" 101
"102" 26205 2021-11-04 "Stackhousia monogyna" 103 1.86 1 1 NA NA 2 "no notes" 102
"103" 26205 2021-11-04 "Stackhousia monogyna" 100 1.43 1 0 NA NA 2 "no notes" 103
"104" 26205 2021-11-04 "Stackhousia monogyna" 101 1.67 1 0 NA NA 2 "no notes" 104
"105" 26205 2021-11-04 "Stackhousia monogyna" 110 0.64 1 0 NA NA 2 "no notes" 105
"106" 26205 2021-11-04 "Stackhousia monogyna" 111 0.83 1 0 NA NA 2 "no notes" 106
"107" 26205 2021-11-04 "Stackhousia monogyna" 112 1.36 1 0 NA NA 2 "no notes" 107
"108" 26205 2021-11-04 "Stackhousia monogyna" 113 1.41 1 0 NA NA 2 "no notes" 108
"109" 26205 2021-11-04 "Stackhousia monogyna" 114 1.48 1 1 NA NA 2 "no notes" 109
"110" 26205 2021-11-04 "Stackhousia monogyna" 115 1.73 1 0 NA NA 2 "no notes" 110
"111" 26205 2021-11-04 "Stackhousia monogyna" 116 1.73 1 1 NA NA 2 "no notes" 111
"112" 26205 2021-11-04 "Stackhousia monogyna" 104 1.68 1 1 NA NA 2 "no notes" 112
"113" 26205 2021-11-04 "Stackhousia monogyna" 105 0.09 1 0 NA NA 2 "no notes" 113
"114" 26205 2021-11-04 "Stackhousia monogyna" 106 0.16 1 0 NA NA 2 "no notes" 114
"115" 26205 2021-11-04 "Stackhousia monogyna" 107 0.33 1 0 NA NA 2 "no notes" 115
"116" 26205 2021-11-04 "Stackhousia monogyna" 108 0.38 1 0 NA NA 2 "no notes" 116
"117" 26205 2021-11-04 "Stackhousia monogyna" 109 0.65 1 0 NA NA 2 "no notes" 117
"118" 26205 2021-11-04 "Stackhousia monogyna" 1 0.08 1 2 NA NA 1 "no notes" 118
"119" 26205 2021-11-04 "Stackhousia monogyna" 2 0.17 1 0 NA NA 1 "no notes" 119
"120" 26205 2021-11-04 "Stackhousia monogyna" 3 0.26 1 0 NA NA 1 "no notes" 120
"121" 26205 2021-11-04 "Stackhousia monogyna" 4 0.47 1 0 NA NA 1 "no notes" 121
